Date,Country/Region,Confirmed,Deaths,Recovered,Lat,Long
2003-03-22,Switzerland,7,0,0,46.8182,8.2275
2003-03-22,Taiwan*,6,0,0,23.7,121.0
2003-03-22,Thailand,4,0,0,15.0,101.0
2003-03-22,United Kingdom,2,0,0,21.69400000000001,-71.7979
2003-03-22,US,22,0,0,37.0902,-95.7129
2003-03-22,Vietnam,63,2,0,16.0,108.0
2003-03-24,Canada,11,3,0,64.2823,-135.0
2003-03-24,China,0,0,0,29.1832,120.0934
2003-03-24,France,1,0,0,46.2276,2.2137
2003-03-24,Germany,4,0,0,51.0,9.0
2003-03-24,Hong Kong,260,10,0,,
2003-03-24,Italy,2,0,0,43.0,12.0
2003-03-24,Ireland,1,0,0,53.1424,-7.6921
2003-03-24,Singapore,65,0,0,1.2833,103.8333
2003-03-24,Spain,1,0,0,40.0,-4.0
2003-03-24,Switzerland,2,0,0,46.8182,8.2275
2003-03-24,Taiwan*,6,0,0,23.7,121.0
2003-03-24,Thailand,5,0,0,15.0,101.0
2003-03-24,United Kingdom,3,0,0,21.69400000000001,-71.7979
2003-03-24,US,37,0,0,37.0902,-95.7129
2003-03-24,Vietnam,58,4,0,16.0,108.0
2003-03-25,Canada,11,3,0,64.2823,-135.0
2003-03-25,China,0,0,0,29.1832,120.0934
2003-03-25,France,1,0,0,46.2276,2.2137
2003-03-25,Germany,4,0,0,51.0,9.0
2003-03-25,Hong Kong,286,10,0,,
2003-03-25,Italy,2,0,0,43.0,12.0
2003-03-25,Ireland,1,0,0,53.1424,-7.6921
2003-03-25,Singapore,69,0,0,1.2833,103.8333
2003-03-25,Switzerland,2,0,0,46.8182,8.2275
2003-03-25,Taiwan*,6,0,0,23.7,121.0
2003-03-25,Thailand,5,0,0,15.0,101.0
2003-03-25,United Kingdom,3,0,0,21.69400000000001,-71.7979
2003-03-25,US,39,0,0,37.0902,-95.7129
2003-03-25,Vietnam,58,4,0,16.0,108.0
2003-03-26,Canada,19,3,0,64.2823,-135.0
2003-03-26,China,792,31,0,29.1832,120.0934
2003-03-26,Hong Kong,316,10,0,,
2003-03-26,Taiwan*,6,0,0,23.7,121.0
2003-03-26,France,1,0,0,46.2276,2.2137
2003-03-26,Germany,4,0,0,51.0,9.0
2003-03-26,Italy,3,0,0,43.0,12.0
2003-03-26,Ireland,2,0,0,53.1424,-7.6921
2003-03-26,Singapore,74,1,0,1.2833,103.8333
2003-03-26,Switzerland,2,0,0,46.8182,8.2275
2003-03-26,Thailand,3,0,0,15.0,101.0
2003-03-26,United Kingdom,3,0,0,21.69400000000001,-71.7979
2003-03-26,US,40,0,0,37.0902,-95.7129
2003-03-26,Vietnam,58,4,0,16.0,108.0
2003-03-27,Canada,28,3,0,64.2823,-135.0
2003-03-27,China,806,34,0,29.1832,120.0934
2003-03-27,Hong Kong,367,10,0,,
2003-03-27,Taiwan*,6,0,0,23.7,121.0
2003-03-27,France,1,0,0,46.2276,2.2137
2003-03-27,Germany,4,0,0,51.0,9.0
2003-03-27,Italy,2,0,0,43.0,12.0
2003-03-27,Ireland,2,0,0,53.1424,-7.6921
2003-03-27,Romania,3,0,0,45.9432,24.9668
2003-03-27,Singapore,78,2,0,1.2833,103.8333
2003-03-27,Switzerland,2,0,0,46.8182,8.2275
2003-03-27,Thailand,3,0,0,15.0,101.0
2003-03-27,United Kingdom,3,0,0,21.69400000000001,-71.7979
2003-03-27,US,45,0,0,37.0902,-95.7129
2003-03-27,Vietnam,58,4,0,16.0,108.0
2003-03-28,Canada,29,3,0,64.2823,-135.0
2003-03-28,China,806,34,0,29.1832,120.0934
2003-03-28,Hong Kong,425,10,0,,
2003-03-28,Taiwan*,10,0,0,23.7,121.0
2003-03-28,France,1,0,0,46.2276,2.2137
2003-03-28,Germany,4,0,0,51.0,9.0
2003-03-28,Italy,2,0,0,43.0,12.0
2003-03-28,Ireland,2,0,0,53.1424,-7.6921
2003-03-28,Romania,3,0,0,45.9432,24.9668
2003-03-28,Singapore,86,2,0,1.2833,103.8333
2003-03-28,Switzerland,2,0,0,46.8182,8.2275
2003-03-28,Thailand,3,0,0,15.0,101.0
2003-03-28,United Kingdom,3,0,0,21.69400000000001,-71.7979
2003-03-28,US,51,0,0,37.0902,-95.7129
2003-03-28,Vietnam,58,4,0,16.0,108.0
2003-03-29,Canada,37,3,0,64.2823,-135.0
2003-03-29,China,806,34,0,29.1832,120.0934
2003-03-29,Hong Kong,470,10,0,,
2003-03-29,Taiwan*,10,0,0,23.7,121.0
2003-03-29,France,1,0,0,46.2276,2.2137
2003-03-29,Germany,4,0,0,51.0,9.0
2003-03-29,Italy,2,0,0,43.0,12.0
2003-03-29,Ireland,2,0,0,53.1424,-7.6921
2003-03-29,Romania,3,0,0,45.9432,24.9668
2003-03-29,Singapore,89,2,0,1.2833,103.8333
2003-03-29,Switzerland,3,0,0,46.8182,8.2275
2003-03-29,Thailand,3,1,0,15.0,101.0
2003-03-29,United Kingdom,3,0,0,21.69400000000001,-71.7979
2003-03-29,US,59,0,0,37.0902,-95.7129
2003-03-29,Vietnam,58,4,0,16.0,108.0
2003-03-31,Canada,44,4,0,64.2823,-135.0
2003-03-31,China,806,34,0,29.1832,120.0934
2003-03-31,Hong Kong,530,13,0,,
2003-03-31,Taiwan*,10,0,0,23.7,121.0
2003-03-31,France,1,0,0,46.2276,2.2137
2003-03-31,Germany,5,0,0,51.0,9.0
2003-03-31,Italy,2,0,0,43.0,12.0
2003-03-31,Ireland,2,0,0,53.1424,-7.6921
2003-03-31,Romania,3,0,0,45.9432,24.9668
2003-03-31,Singapore,91,2,0,1.2833,103.8333
2003-03-31,Switzerland,3,0,0,46.8182,8.2275
2003-03-31,Thailand,5,1,0,15.0,101.0
2003-03-31,United Kingdom,3,0,0,21.69400000000001,-71.7979
2003-03-31,US,59,0,0,37.0902,-95.7129
2003-03-31,Vietnam,58,4,0,16.0,108.0
2003-04-01,Australia,1,0,0,-31.9505,115.8605
2003-04-01,Belgium,1,0,0,50.8333,4.0
2003-04-01,Canada,53,4,0,64.2823,-135.0
2003-04-01,China,806,34,0,29.1832,120.0934
2003-04-01,Hong Kong,685,16,0,,
2003-04-01,Taiwan*,13,0,0,23.7,121.0
2003-04-01,France,1,0,0,46.2276,2.2137
2003-04-01,Germany,5,0,0,51.0,9.0
2003-04-01,Italy,3,0,0,43.0,12.0
2003-04-01,Ireland,2,0,0,53.1424,-7.6921
2003-04-01,Romania,3,0,0,45.9432,24.9668
2003-04-01,Singapore,92,3,0,1.2833,103.8333
2003-04-01,Switzerland,3,0,0,46.8182,8.2275
2003-04-01,Thailand,6,1,0,15.0,101.0
2003-04-01,United Kingdom,3,0,0,21.69400000000001,-71.7979
2003-04-01,US,69,0,0,37.0902,-95.7129
2003-04-01,Vietnam,58,4,0,16.0,108.0
2003-04-02,Australia,1,0,0,-31.9505,115.8605
2003-04-02,Belgium,1,0,0,50.8333,4.0
2003-04-02,Canada,58,6,0,64.2823,-135.0
2003-04-02,China,1190,46,0,29.1832,120.0934
2003-04-02,Hong Kong,708,16,0,,
2003-04-02,Taiwan*,13,0,0,23.7,121.0
2003-04-02,France,1,0,0,46.2276,2.2137
2003-04-02,Germany,5,0,0,51.0,9.0
2003-04-02,Italy,3,0,0,43.0,12.0
2003-04-02,Ireland,2,0,0,53.1424,-7.6921
2003-04-02,Romania,3,0,0,45.9432,24.9668
2003-04-02,Singapore,95,4,0,1.2833,103.8333
2003-04-02,Spain,1,0,0,40.0,-4.0
2003-04-02,Switzerland,2,0,0,46.8182,8.2275
2003-04-02,Thailand,7,2,0,15.0,101.0
2003-04-02,United Kingdom,3,0,0,21.69400000000001,-71.7979
2003-04-02,US,72,0,0,37.0902,-95.7129
2003-04-02,Vietnam,58,4,0,16.0,108.0
2003-04-03,Australia,1,0,0,-31.9505,115.8605
2003-04-03,Belgium,1,0,0,50.8333,4.0
2003-04-03,Brazil,1,0,0,-14.235,-51.9253
2003-04-03,Canada,62,6,0,64.2823,-135.0
2003-04-03,China,1190,46,0,29.1832,120.0934
2003-04-03,Hong Kong,734,17,0,,
2003-04-03,Taiwan*,14,0,0,23.7,121.0
2003-04-03,France,3,0,0,46.2276,2.2137
2003-04-03,Germany,5,0,0,51.0,9.0
2003-04-03,Italy,3,0,0,43.0,12.0
2003-04-03,Ireland,1,0,0,53.1424,-7.6921
2003-04-03,Romania,1,0,0,45.9432,24.9668
2003-04-03,Singapore,98,4,0,1.2833,103.8333
2003-04-03,Switzerland,2,0,0,46.8182,8.2275
2003-04-03,Thailand,7,2,0,15.0,101.0
2003-04-03,United Kingdom,3,0,0,21.69400000000001,-71.7979
2003-04-03,US,85,0,0,37.0902,-95.7129
2003-04-03,Vietnam,59,4,0,16.0,108.0
2003-04-04,Australia,1,0,0,-31.9505,115.8605
2003-04-04,Belgium,1,0,0,50.8333,4.0
2003-04-04,Brazil,1,0,0,-14.235,-51.9253
2003-04-04,Canada,69,7,0,64.2823,-135.0
2003-04-04,China,1220,49,0,29.1832,120.0934
2003-04-04,Hong Kong,761,17,0,,
2003-04-04,Taiwan*,15,0,0,23.7,121.0
2003-04-04,France,3,0,0,46.2276,2.2137
2003-04-04,Germany,5,0,0,51.0,9.0
2003-04-04,Italy,3,0,0,43.0,12.0
2003-04-04,Ireland,1,0,0,53.1424,-7.6921
2003-04-04,Romania,1,0,0,45.9432,24.9668
2003-04-04,Singapore,100,5,0,1.2833,103.8333
2003-04-04,Spain,1,0,0,40.0,-4.0
2003-04-04,Switzerland,2,0,0,46.8182,8.2275
2003-04-04,Thailand,7,2,0,15.0,101.0
2003-04-04,United Kingdom,3,0,0,21.69400000000001,-71.7979
2003-04-04,US,100,0,0,37.0902,-95.7129
2003-04-04,Vietnam,59,4,0,16.0,108.0
2003-04-05,Australia,1,0,0,-31.9505,115.8605
2003-04-05,Belgium,1,0,0,50.8333,4.0
2003-04-05,Brazil,1,0,0,-14.235,-51.9253
2003-04-05,Canada,74,7,0,64.2823,-135.0
2003-04-05,China,1220,49,0,29.1832,120.0934
2003-04-05,Hong Kong,800,20,0,,
2003-04-05,Taiwan*,17,0,0,23.7,121.0
2003-04-05,France,3,0,0,46.2276,2.2137
2003-04-05,Germany,5,0,0,51.0,9.0
2003-04-05,Italy,3,0,0,43.0,12.0
2003-04-05,Malaysia,1,1,0,2.5,112.5
2003-04-05,Ireland,1,0,0,53.1424,-7.6921
2003-04-05,Romania,1,0,0,45.9432,24.9668
2003-04-05,Singapore,101,6,0,1.2833,103.8333
2003-04-05,Spain,1,0,0,40.0,-4.0
2003-04-05,Switzerland,1,0,0,46.8182,8.2275
2003-04-05,Thailand,7,2,0,15.0,101.0
2003-04-05,United Kingdom,4,0,0,21.69400000000001,-71.7979
2003-04-05,US,115,0,0,37.0902,-95.7129
2003-04-05,Vietnam,59,4,0,16.0,108.0
2003-04-07,Australia,1,0,0,-31.9505,115.8605
2003-04-07,Brazil,1,0,0,-14.235,-51.9253
2003-04-07,Canada,90,9,0,64.2823,-135.0
2003-04-07,China,1268,53,0,29.1832,120.0934
2003-04-07,Hong Kong,883,23,0,,
2003-04-07,Taiwan*,21,0,0,23.7,121.0
2003-04-07,France,3,0,0,46.2276,2.2137
2003-04-07,Germany,5,0,0,51.0,9.0
2003-04-07,Italy,3,0,0,43.0,12.0
2003-04-07,Malaysia,1,1,0,2.5,112.5
2003-04-07,Ireland,1,0,0,53.1424,-7.6921
2003-04-07,Romania,1,0,0,45.9432,24.9668
2003-04-07,Singapore,106,6,0,1.2833,103.8333
2003-04-07,Spain,1,0,0,40.0,-4.0
2003-04-07,Switzerland,1,0,0,46.8182,8.2275
2003-04-07,Thailand,7,2,0,15.0,101.0
2003-04-07,United Kingdom,5,0,0,21.69400000000001,-71.7979
2003-04-07,US,141,0,0,37.0902,-95.7129
2003-04-07,Vietnam,62,4,0,16.0,108.0
2003-04-08,Australia,1,0,0,-31.9505,115.8605
2003-04-08,Brazil,1,0,0,-14.235,-51.9253
2003-04-08,Canada,91,10,0,64.2823,-135.0
2003-04-08,China,1279,53,0,29.1832,120.0934
2003-04-08,Hong Kong,928,25,0,,
2003-04-08,Taiwan*,19,0,0,23.7,121.0
2003-04-08,France,4,0,0,46.2276,2.2137
2003-04-08,Germany,5,0,0,51.0,9.0
2003-04-08,Italy,3,0,0,43.0,12.0
2003-04-08,Malaysia,1,1,0,2.5,112.5
2003-04-08,Ireland,1,0,0,53.1424,-7.6921
2003-04-08,Romania,1,0,0,45.9432,24.9668
2003-04-08,Singapore,113,8,0,1.2833,103.8333
2003-04-08,Spain,1,0,0,40.0,-4.0
2003-04-08,Switzerland,1,0,0,46.8182,8.2275
2003-04-08,Thailand,7,2,0,15.0,101.0
2003-04-08,United Kingdom,5,0,0,21.69400000000001,-71.7979
2003-04-08,US,148,0,0,37.0902,-95.7129
2003-04-08,Vietnam,62,4,0,16.0,108.0
2003-04-09,Brazil,1,0,0,-14.235,-51.9253
2003-04-09,Canada,94,10,0,64.2823,-135.0
2003-04-09,China,1280,53,0,29.1832,120.0934
2003-04-09,Hong Kong,970,27,0,,
2003-04-09,Taiwan*,19,0,0,23.7,121.0
2003-04-09,France,4,0,0,46.2276,2.2137
2003-04-09,Germany,5,0,0,51.0,9.0
2003-04-09,Italy,3,0,0,43.0,12.0
2003-04-09,Malaysia,1,1,0,2.5,112.5
2003-04-09,Ireland,1,0,0,53.1424,-7.6921
2003-04-09,Romania,1,0,0,45.9432,24.9668
2003-04-09,Singapore,118,9,0,1.2833,103.8333
2003-04-09,Spain,1,0,0,40.0,-4.0
2003-04-09,Switzerland,1,0,0,46.8182,8.2275
2003-04-09,Thailand,7,2,0,15.0,101.0
2003-04-09,United Kingdom,5,0,0,21.69400000000001,-71.7979
2003-04-09,US,149,0,0,37.0902,-95.7129
2003-04-09,Vietnam,62,4,0,16.0,108.0
2003-04-10,Brazil,2,0,0,-14.235,-51.9253
2003-04-10,Canada,97,10,22,64.2823,-135.0
2003-04-10,China,1290,55,1025,29.1832,120.0934
2003-04-10,Hong Kong,998,30,154,,
2003-04-10,Taiwan*,19,0,5,23.7,121.0
2003-04-10,France,4,0,0,46.2276,2.2137
2003-04-10,Germany,6,0,2,51.0,9.0
2003-04-10,Italy,3,0,1,43.0,12.0
2003-04-10,Kuwait,1,0,0,29.5,47.75
2003-04-10,Malaysia,3,1,0,2.5,112.5
2003-04-10,Ireland,1,0,1,53.1424,-7.6921
2003-04-10,Romania,1,0,0,45.9432,24.9668
2003-04-10,Singapore,126,9,75,1.2833,103.8333
2003-04-10,Spain,1,0,0,40.0,-4.0
2003-04-10,Switzerland,1,0,1,46.8182,8.2275
2003-04-10,Thailand,7,2,5,15.0,101.0
2003-04-10,United Kingdom,5,0,3,21.69400000000001,-71.7979
2003-04-10,US,154,0,0,37.0902,-95.7129
2003-04-10,Vietnam,62,4,43,16.0,108.0
2003-04-11,Brazil,2,0,0,-14.235,-51.9253
2003-04-11,Canada,98,10,25,64.2823,-135.0
2003-04-11,China,1309,58,1037,29.1832,120.0934
2003-04-11,Hong Kong,1059,32,169,,
2003-04-11,Taiwan*,21,0,6,23.7,121.0
2003-04-11,France,5,0,0,46.2276,2.2137
2003-04-11,Germany,6,0,4,51.0,9.0
2003-04-11,Italy,3,0,2,43.0,12.0
2003-04-11,Japan,4,0,0,36.0,138.0
2003-04-11,Kuwait,1,0,0,29.5,47.75
2003-04-11,Malaysia,4,1,0,2.5,112.5
2003-04-11,Ireland,1,0,1,53.1424,-7.6921
2003-04-11,Romania,1,0,0,45.9432,24.9668
2003-04-11,Singapore,133,9,77,1.2833,103.8333
2003-04-11,South Africa,1,0,0,-30.5595,22.9375
2003-04-11,Spain,1,0,0,40.0,-4.0
2003-04-11,Switzerland,1,0,1,46.8182,8.2275
2003-04-11,Thailand,7,2,5,15.0,101.0
2003-04-11,United Kingdom,5,0,3,21.69400000000001,-71.7979
2003-04-11,US,166,0,0,37.0902,-95.7129
2003-04-11,Vietnam,62,4,43,16.0,108.0
2003-04-12,Brazil,2,0,0,-14.235,-51.9253
2003-04-12,Canada,101,10,26,64.2823,-135.0
2003-04-12,China,1309,58,1037,29.1832,120.0934
2003-04-12,Hong Kong,1108,35,215,,
2003-04-12,Taiwan*,23,0,7,23.7,121.0
2003-04-12,France,5,0,1,46.2276,2.2137
2003-04-12,Germany,6,0,4,51.0,9.0
2003-04-12,Italy,3,0,2,43.0,12.0
2003-04-12,Japan,4,0,0,36.0,138.0
2003-04-12,Kuwait,1,0,0,29.5,47.75
2003-04-12,Malaysia,4,1,0,2.5,112.5
2003-04-12,Ireland,1,0,1,53.1424,-7.6921
2003-04-12,Romania,1,0,0,45.9432,24.9668
2003-04-12,Singapore,147,9,77,1.2833,103.8333
2003-04-12,South Africa,1,0,0,-30.5595,22.9375
2003-04-12,Spain,1,0,0,40.0,-4.0
2003-04-12,Switzerland,1,0,1,46.8182,8.2275
2003-04-12,Thailand,8,2,5,15.0,101.0
2003-04-12,United Kingdom,6,0,3,21.69400000000001,-71.7979
2003-04-12,US,166,0,0,37.0902,-95.7129
2003-04-12,China,62,4,46,29.1832,120.0934
2003-04-14,Brazil,2,0,0,-14.235,-51.9253
2003-04-14,Canada,100,13,27,64.2823,-135.0
2003-04-14,China,1418,64,1088,29.1832,120.0934
2003-04-14,Hong Kong,1190,47,229,,
2003-04-14,Taiwan*,23,0,7,23.7,121.0
2003-04-14,France,5,0,1,46.2276,2.2137
2003-04-14,Germany,6,0,4,51.0,9.0
2003-04-14,Indonesia,1,0,0,-0.7893,113.9213
2003-04-14,Italy,3,0,2,43.0,12.0
2003-04-14,Kuwait,1,0,0,29.5,47.75
2003-04-14,Malaysia,4,1,0,2.5,112.5
2003-04-14,Philippines,1,0,1,13.0,122.0
2003-04-14,Ireland,1,0,1,53.1424,-7.6921
2003-04-14,Romania,1,0,0,45.9432,24.9668
2003-04-14,Singapore,158,12,84,1.2833,103.8333
2003-04-14,South Africa,1,0,0,-30.5595,22.9375
2003-04-14,Spain,1,0,0,40.0,-4.0
2003-04-14,Sweden,1,0,0,63.0,16.0
2003-04-14,Switzerland,1,0,1,46.8182,8.2275
2003-04-14,Thailand,8,2,5,15.0,101.0
2003-04-14,United Kingdom,6,0,3,21.69400000000001,-71.7979
2003-04-14,US,174,0,0,37.0902,-95.7129
2003-04-14,Vietnam,63,5,46,16.0,108.0
2003-04-15,Brazil,2,0,0,-14.235,-51.9253
2003-04-15,Canada,100,13,27,64.2823,-135.0
2003-04-15,China,1418,64,1088,29.1832,120.0934
2003-04-15,Hong Kong,1232,56,243,,
2003-04-15,Taiwan*,23,0,7,23.7,121.0
2003-04-15,France,5,0,1,46.2276,2.2137
2003-04-15,Germany,6,0,4,51.0,9.0
2003-04-15,Indonesia,1,0,0,-0.7893,113.9213
2003-04-15,Italy,3,0,2,43.0,12.0
2003-04-15,Japan,1,0,0,36.0,138.0
2003-04-15,Kuwait,1,0,0,29.5,47.75
2003-04-15,Malaysia,4,1,0,2.5,112.5
2003-04-15,Philippines,1,0,1,13.0,122.0
2003-04-15,Ireland,1,0,1,53.1424,-7.6921
2003-04-15,Romania,1,0,1,45.9432,24.9668
2003-04-15,Singapore,162,13,85,1.2833,103.8333
2003-04-15,South Africa,1,0,0,-30.5595,22.9375
2003-04-15,Spain,1,0,0,40.0,-4.0
2003-04-15,Sweden,1,0,0,63.0,16.0
2003-04-15,Switzerland,1,0,1,46.8182,8.2275
2003-04-15,Thailand,8,2,5,15.0,101.0
2003-04-15,United Kingdom,6,0,3,21.69400000000001,-71.7979
2003-04-15,US,193,0,0,37.0902,-95.7129
2003-04-15,Vietnam,63,5,46,16.0,108.0
2003-04-16,Brazil,2,0,0,-14.235,-51.9253
2003-04-16,Canada,103,13,37,64.2823,-135.0
2003-04-16,China,1432,64,1094,29.1832,120.0934
2003-04-16,Hong Kong,1268,61,257,,
2003-04-16,Taiwan*,27,0,10,23.7,121.0
2003-04-16,France,5,0,1,46.2276,2.2137
2003-04-16,Germany,6,0,4,51.0,9.0
2003-04-16,Indonesia,1,0,0,-0.7893,113.9213
2003-04-16,Italy,3,0,2,43.0,12.0
2003-04-16,Japan,1,0,0,36.0,138.0
2003-04-16,Kuwait,1,0,0,29.5,47.75
2003-04-16,Malaysia,5,1,0,2.5,112.5
2003-04-16,Philippines,1,0,1,13.0,122.0
2003-04-16,Ireland,1,0,1,53.1424,-7.6921
2003-04-16,Romania,1,0,1,45.9432,24.9668
2003-04-16,Singapore,162,13,85,1.2833,103.8333
2003-04-16,South Africa,1,0,0,-30.5595,22.9375
2003-04-16,Spain,1,0,0,40.0,-4.0
2003-04-16,Sweden,1,0,0,63.0,16.0
2003-04-16,Switzerland,1,0,1,46.8182,8.2275
2003-04-16,Thailand,8,2,5,15.0,101.0
2003-04-16,United Kingdom,6,0,3,21.69400000000001,-71.7979
2003-04-16,US,193,0,0,37.0902,-95.7129
2003-04-16,Vietnam,63,5,46,16.0,108.0
2003-04-17,Australia,3,0,3,-31.9505,115.8605
2003-04-17,Brazil,2,0,0,-14.235,-51.9253
2003-04-17,Canada,126,12,46,64.2823,-135.0
2003-04-17,China,1457,65,1107,29.1832,120.0934
2003-04-17,Hong Kong,1297,65,272,,
2003-04-17,Taiwan*,27,0,10,23.7,121.0
2003-04-17,France,5,0,1,46.2276,2.2137
2003-04-17,Germany,6,0,4,51.0,9.0
2003-04-17,India,1,0,0,21.0,78.0
2003-04-17,Indonesia,1,0,0,-0.7893,113.9213
2003-04-17,Italy,3,0,2,43.0,12.0
2003-04-17,Japan,2,0,0,36.0,138.0
2003-04-17,Kuwait,1,0,0,29.5,47.75
2003-04-17,Malaysia,5,1,0,2.5,112.5
2003-04-17,Mongolia,3,0,3,46.8625,103.8467
2003-04-17,Philippines,1,0,1,13.0,122.0
2003-04-17,Ireland,1,0,1,53.1424,-7.6921
2003-04-17,Romania,1,0,1,45.9432,24.9668
2003-04-17,Singapore,167,15,91,1.2833,103.8333
2003-04-17,South Africa,1,0,0,-30.5595,22.9375
2003-04-17,Spain,1,0,0,40.0,-4.0
2003-04-17,Sweden,1,0,0,63.0,16.0
2003-04-17,Switzerland,1,0,1,46.8182,8.2275
2003-04-17,Thailand,8,2,5,15.0,101.0
2003-04-17,United Kingdom,6,0,3,21.69400000000001,-71.7979
2003-04-17,US,199,0,0,37.0902,-95.7129
2003-04-17,Vietnam,63,5,46,16.0,108.0
2003-04-18,Australia,3,0,3,-31.9505,115.8605
2003-04-18,Brazil,2,0,0,-14.235,-51.9253
2003-04-18,Canada,132,12,54,64.2823,-135.0
2003-04-18,China,1512,65,1140,29.1832,120.0934
2003-04-18,Hong Kong,1358,81,363,,
2003-04-18,Taiwan*,29,0,17,23.7,121.0
2003-04-18,France,5,0,1,46.2276,2.2137
2003-04-18,Germany,6,0,4,51.0,9.0
2003-04-18,India,1,0,1,21.0,78.0
2003-04-18,Indonesia,1,0,0,-0.7893,113.9213
2003-04-18,Italy,3,0,2,43.0,12.0
2003-04-18,Japan,4,0,0,36.0,138.0
2003-04-18,Kuwait,1,0,0,29.5,47.75
2003-04-18,Malaysia,5,1,0,2.5,112.5
2003-04-18,Mongolia,3,0,3,46.8625,103.8467
2003-04-18,Philippines,1,0,1,13.0,122.0
2003-04-18,Ireland,1,0,1,53.1424,-7.6921
2003-04-18,Romania,1,0,1,45.9432,24.9668
2003-04-18,Singapore,177,16,100,1.2833,103.8333
2003-04-18,South Africa,1,0,0,-30.5595,22.9375
2003-04-18,Spain,1,0,0,40.0,-4.0
2003-04-18,Sweden,3,0,0,63.0,16.0
2003-04-18,Switzerland,1,0,1,46.8182,8.2275
2003-04-18,Thailand,7,2,6,15.0,101.0
2003-04-18,United Kingdom,6,0,5,21.69400000000001,-71.7979
2003-04-18,US,220,0,0,37.0902,-95.7129
2003-04-18,Vietnam,63,5,46,16.0,108.0
2003-04-19,Australia,3,0,3,-31.9505,115.8605
2003-04-19,Brazil,2,0,0,-14.235,-51.9253
2003-04-19,Canada,132,12,54,64.2823,-135.0
2003-04-19,China,1512,65,1140,29.1832,120.0934
2003-04-19,Hong Kong,1358,81,363,,
2003-04-19,Taiwan*,29,0,17,23.7,121.0
2003-04-19,France,5,0,1,46.2276,2.2137
